# x y ex ey
1 30947.6 0 177.663
3 31204.8 0 178.494
5 31135.8 0 178.257
7 30662.1 0 176.857
9 5639.1 0 75.3489
11 2213.19 0 47.1639
13 1228.14 0 35.2048
15 781.555 0 28.0201
17 668.345 0 25.9173
19 623.853 0 25.0344
21 416.735 0 20.4567
23 175.746 0 13.2852
25 178.723 0 13.3958
27 74.3119 0 8.63858
29 37.1782 0 6.11206
31 26.9607 0 5.18858
33 18.0716 0 4.25953
35 16.0835 0 4.02088
37 12.0193 0 3.46967
39 7.02927 0 2.65681
41 2.0096 0 1.421
43 0 0 0
45 0 0 0
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
