# x y ex ey
1 29833.9 0 174.479
3 29880.5 0 174.599
5 29981.9 0 174.891
7 29567.7 0 173.706
9 26717 0 164.91
11 3054.28 0 55.4317
13 1877.1 0 43.4541
15 1118.07 0 33.5288
17 722.71 0 26.9525
19 657.314 0 25.7622
21 621.059 0 24.9423
23 513.214 0 22.7032
25 320.45 0 17.9417
27 57.2751 0 7.58627
29 45.4742 0 6.7789
31 23.1177 0 4.82038
33 18.0996 0 4.2661
35 20.0941 0 4.49317
37 9.03671 0 3.01224
39 11.046 0 3.3305
41 4.01548 0 2.00774
43 0 0 0
45 0 0 0
47 1.00583 0 1.00583
49 1.00376 0 1.00376
51 0 0 0
53 1.00397 0 1.00397
55 0 0 0
57 0 0 0
