# x y ex ey
1 43522.1 0 211.437
3 39324.1 0 200.785
5 39350 0 200.687
7 39467.4 0 201.126
9 39707.9 0 201.719
11 39302 0 200.367
13 34589.8 0 188.063
15 15150.7 0 123.767
17 3477.32 0 59.1675
19 2466.08 0 49.853
21 2106.26 0 46.0282
23 1272.01 0 35.7639
25 985.989 0 31.4802
27 849.24 0 29.2147
29 862.222 0 29.4358
31 709.201 0 26.6911
33 532.794 0 23.1431
35 192.999 0 13.9285
37 99.5516 0 10.0053
39 63.2587 0 7.96984
41 33.1725 0 5.77459
43 35.4751 0 5.99639
45 26.1197 0 5.12249
47 21.0945 0 4.60319
49 13.0638 0 3.62324
51 11.0562 0 3.33358
