# x y ex ey
1 20336.6 0 143.762
3 20226 0 143.271
5 19961.5 0 142.299
7 20318.2 0 143.585
9 19990.2 0 142.41
11 20236 0 143.122
13 20028.3 0 142.819
15 20190.1 0 143.135
17 19604 0 141.007
19 15789.9 0 126.17
21 3264.18 0 57.0997
23 1478.73 0 38.4638
25 1115.95 0 33.4952
27 1199.95 0 34.7266
29 1156.71 0 34.0948
31 1093.47 0 33.1355
33 1191.42 0 34.4508
35 1091.02 0 33.1222
37 1161.57 0 34.1787
39 1163.59 0 34.2083
41 1094.49 0 33.1817
43 971.937 0 31.1749
45 569.287 0 23.9289
47 143.298 0 11.9832
49 107.045 0 10.3485
51 108.513 0 10.4417
53 88.9095 0 9.42439
55 119.529 0 10.9572
57 104.376 0 10.2349
