# x y ex ey
1 29998.3 0 174.885
3 30159.6 0 175.335
5 29645.5 0 173.892
7 14210.2 0 119.91
9 1907.7 0 43.9045
11 1215.03 0 34.9586
13 600.662 0 24.5835
15 541.9 0 23.3413
17 307.396 0 17.6014
19 182.965 0 13.5623
21 42.2241 0 6.51532
23 29.1605 0 5.41498
25 16.16 0 4.04001
27 19.2518 0 4.41666
29 11.0517 0 3.33221
31 5.02142 0 2.24565
33 2.01312 0 1.42349
35 1.00335 0 1.00335
37 1.00346 0 1.00346
39 1.00511 0 1.00511
41 1.00407 0 1.00407
43 1.00397 0 1.00397
45 2.00918 0 1.42071
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
