# x y ex ey
1 20736 0 145.106
3 20773.1 0 145.252
5 20615 0 144.685
7 20635.4 0 144.75
9 20520.7 0 145.009
11 17263.4 0 132.218
13 3135.61 0 56.1544
15 1393.76 0 37.4375
17 882.057 0 29.768
19 669.764 0 25.9528
21 495.692 0 22.3248
23 450.823 0 21.3232
25 383.669 0 19.6302
27 305.82 0 17.54
29 121.613 0 11.0557
31 51.1933 0 7.1685
33 30.0979 0 5.4951
35 34.433 0 5.9052
37 17.9829 0 4.23861
39 11.0562 0 3.33358
41 14.0687 0 3.76002
43 10.0439 0 3.17616
45 7.0423 0 2.66174
47 1.00469 0 1.00469
49 1.01482 0 1.01482
51 1.00418 0 1.00418
53 2.01187 0 1.42261
55 1.0102 0 1.0102
57 0 0 0
