# x y ex ey
1 24481.3 0 157.878
3 24274.4 0 157.153
5 24100.9 0 156.592
7 23616.9 0 154.422
9 10633.3 0 103.613
11 2606.09 0 51.1293
13 1109.78 0 33.3852
15 618.574 0 24.923
17 504.561 0 22.6783
19 418.873 0 20.5123
21 333.82 0 18.3208
23 212.777 0 14.6136
25 41.1975 0 6.43397
27 13.0571 0 3.62138
29 10.0398 0 3.17485
31 10.047 0 3.17714
33 6.03004 0 2.46175
35 4.02251 0 2.01125
37 1.00407 0 1.00407
39 1.00531 0 1.00531
41 1.00418 0 1.00418
43 0 0 0
45 0 0 0
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
