# x y ex ey
1 21957.9 0 149.343
3 21673.6 0 148.286
5 21736.4 0 148.625
7 21519.8 0 147.799
9 21755 0 148.582
11 21781.2 0 148.543
13 21754.4 0 148.261
15 21583.1 0 148.087
17 21098.9 0 146.369
19 11512.7 0 107.642
21 2160.25 0 46.7088
23 1273.59 0 35.6816
25 1274.63 0 35.6689
27 1266.9 0 35.6626
29 1270.26 0 35.7429
31 1239.31 0 35.3083
33 1229.36 0 35.139
35 1199.94 0 34.7407
37 1161.33 0 34.1717
39 1144.41 0 33.9095
41 1052.44 0 32.541
43 909.78 0 30.2588
45 449.43 0 21.2573
47 139.748 0 11.8533
49 106.569 0 10.3509
51 98.2828 0 9.92807
53 102.463 0 10.1453
55 93.5757 0 9.70335
57 92.684 0 9.66298
