# x y ex ey
50.7 0 0 0
51.2 0 0 0
51.7 154.737 0 12.4287
52.2 54423.2 0 237.08
52.7 91388.7 0 309.876
53.2 114333 0 348.37
53.7 135833 0 381.758
54.2 155937 0 410.871
54.7 175542 0 438.069
55.2 192091 0 460.658
55.7 209666 0 482.077
56.2 227409 0 504.462
56.7 244167 0 524.627
57.2 261379 0 544.937
57.7 277939 0 565.24
58.2 294419 0 582.804
58.7 310468 0 600.505
59.2 326548 0 617.872
59.7 344025 0 636.47
60.2 358176 0 651.452
60.7 377701 0 671.703
