# x y ex ey
1 524.912 0 22.9748
3 537.656 0 23.2449
5 518.61 0 22.8305
7 507.499 0 22.5834
9 563.251 0 23.8017
11 550.285 0 23.5285
13 488.501 0 22.1361
15 505.125 0 22.5224
17 566.036 0 23.8556
19 532.684 0 23.1383
21 540.441 0 23.3435
23 512.472 0 22.6927
25 460.607 0 21.4759
27 457.334 0 21.4402
29 236.034 0 15.3971
31 48.2265 0 6.96089
33 40.2051 0 6.35699
35 55.0501 0 7.42296
37 38.1164 0 6.18329
39 37.2012 0 6.11583
41 43.2028 0 6.58836
43 37.14 0 6.10577
45 39.1597 0 6.27056
47 34.1461 0 5.85601
49 35.0423 0 5.92323
51 41.1975 0 6.43397
53 32.1309 0 5.67999
55 24.103 0 4.92001
57 38.1477 0 6.18837
