# x y ex ey
1 109470 0 340.681
3 109558 0 340.702
5 104001 0 331.562
7 89181.5 0 305.95
9 29322.7 0 172.894
11 20924.2 0 145.673
13 20326 0 143.318
15 20041.5 0 142.602
17 15733.9 0 126.268
19 5946.32 0 78.2004
21 4997.83 0 70.9788
23 4611.93 0 68.1699
25 4658.34 0 68.594
27 2808.04 0 53.1524
29 1678.24 0 41.0796
31 1266.1 0 35.6825
33 1220.69 0 35.0346
35 1176.22 0 34.3724
37 1043.2 0 32.3795
39 900.704 0 30.0904
41 533.855 0 23.1673
43 371.5 0 19.3134
45 327.141 0 18.091
47 288.478 0 17.0283
49 310.435 0 17.66
51 189.236 0 13.7286
53 131.61 0 11.4988
