# x y ex ey
1 99262.9 0 323.624
3 98850.7 0 322.836
5 98786.6 0 322.677
7 98583.3 0 322.628
9 60922.1 0 251.142
11 20008 0 142.313
13 18783.6 0 137.954
15 18252.3 0 136.569
17 17902.3 0 134.955
19 18030.6 0 135.857
21 13507.8 0 116.864
23 6056.7 0 78.0811
25 4615.02 0 68.1858
27 4501.86 0 67.3496
29 4222.01 0 65.2014
31 4105.11 0 64.5534
33 4136.13 0 64.5169
35 3991.38 0 63.3951
37 2804.1 0 52.9736
39 1549.05 0 39.4351
41 1207.49 0 34.8427
43 1079.62 0 32.9435
45 1069.03 0 32.7579
47 1009.81 0 31.8535
49 954.106 0 30.9716
51 840.936 0 29.067
53 429.273 0 20.774
55 355.688 0 18.9046
57 278.368 0 16.7255
