# x y ex ey
1 53555.7 0 234.988
3 53186.9 0 234.181
5 53541.7 0 234.631
7 53299.6 0 234.375
9 51795.6 0 231.138
11 41621.6 0 206.524
13 21780.1 0 148.761
15 18051.2 0 135.311
17 17609.4 0 133.623
19 17596.5 0 133.594
21 17648.7 0 133.76
23 17567.5 0 132.863
25 17744.2 0 133.938
27 9312.41 0 96.957
29 7513.15 0 87.0626
31 7434.75 0 86.9101
33 7532.48 0 87.1346
35 7413.79 0 86.3939
37 7314.21 0 85.8714
39 7367.33 0 86.1749
41 7347.09 0 86.0561
43 7055.45 0 84.2987
45 5719.36 0 75.8614
47 4360.26 0 66.2626
49 3620.67 0 60.1361
51 3545.81 0 59.7392
53 3477.97 0 59.17
55 3533.91 0 59.6233
57 3350.55 0 58.0622
