# x y ex ey
1 112893 0 346.158
3 112019 0 344.851
5 112318 0 345.156
7 112187 0 345.051
9 97255.3 0 320
11 26189.9 0 163.305
13 23343.5 0 154.043
15 22740.6 0 151.956
17 21148.2 0 146.541
19 21233.7 0 146.855
21 20906.5 0 145.655
23 20846.1 0 144.989
25 15895.6 0 126.764
27 6294.71 0 79.6543
29 5602.03 0 75.1156
31 5379.9 0 73.6488
33 5120.66 0 71.774
35 4949.29 0 70.9361
37 4853.36 0 69.9212
39 4821.65 0 69.6453
41 3200.77 0 56.7242
43 1767.62 0 42.182
45 1448.4 0 38.1688
47 1368.75 0 37.1017
49 1334.75 0 36.572
51 1368.79 0 37.0756
53 1314.93 0 36.3439
