# x y ex ey
1 105321 0 333.782
3 105291 0 333.785
5 105133 0 332.701
7 104566 0 332.404
9 91026.3 0 309.218
11 21677.5 0 148.292
13 20034.8 0 142.461
15 18701.1 0 137.691
17 17953.9 0 134.908
19 18416.6 0 136.315
21 17722.8 0 133.583
23 12905.5 0 114.383
25 6303.95 0 79.6884
27 4615.25 0 68.1594
29 4155.66 0 64.7193
31 3986.56 0 63.3665
33 3991.69 0 63.2805
35 3941.94 0 63.0005
37 3701.97 0 61.0334
39 2523.6 0 50.5125
41 1388.89 0 37.3336
43 1018 0 32.0006
45 991.732 0 31.5832
47 975.235 0 31.2646
49 989.221 0 31.6804
51 924.039 0 30.4481
53 724.608 0 26.9671
55 515.753 0 22.7711
57 359.301 0 18.9897
