# x y ex ey
1 113254 0 346.919
3 114210 0 347.601
5 112949 0 346.231
7 71475.6 0 272.708
9 23457.6 0 154.424
11 21822.6 0 148.846
13 21030.9 0 146.055
15 20608 0 144.676
17 13667.1 0 117.255
19 6897.9 0 83.3617
21 4988.64 0 70.8768
23 4833.23 0 69.7399
25 4479.26 0 67.3745
27 4701.57 0 68.6965
29 4363.61 0 66.2677
31 2128.41 0 46.2699
33 1298.51 0 36.1254
35 1175.3 0 34.3749
37 1247.37 0 35.4229
39 1142.17 0 33.8727
41 861.305 0 29.4216
43 518.069 0 22.7846
45 392.109 0 19.8552
47 342.572 0 18.5242
49 362.798 0 19.0946
51 293.323 0 17.1654
53 281.992 0 16.8523
55 181.01 0 13.4917
57 116.467 0 10.8137
