# x y ex ey
1 65118.8 0 259.181
3 65501.4 0 260.995
5 65105 0 259.911
7 64175.7 0 258.071
9 34431 0 187.672
11 20645.5 0 144.689
13 20495.4 0 144.017
15 20326.7 0 143.652
17 19998.9 0 142.566
19 20124.7 0 142.937
21 16521.3 0 129.401
23 9039.96 0 95.7534
25 8470.08 0 92.4106
27 8417.45 0 92.1882
29 8422.5 0 92.1828
31 8443.19 0 92.2822
33 8361.54 0 91.885
35 7331.93 0 85.9492
37 4268.37 0 65.5356
39 3981.3 0 63.2271
41 3897.74 0 62.6714
43 3804.86 0 61.8614
45 3801.33 0 61.8613
47 3901.93 0 62.8445
49 3600.53 0 60.193
51 2379.72 0 49.0066
53 1948.6 0 44.252
55 1968.92 0 44.4847
57 1867.07 0 43.3267
