# x y ex ey
1 48437.4 0 223.176
3 48917.1 0 224.166
5 48517.8 0 223.492
7 48256.9 0 222.578
9 35988.8 0 191.403
11 16743.5 0 130.222
13 15903.9 0 126.947
15 15988.9 0 127.145
17 16130 0 127.774
19 15937.1 0 127.054
21 15816.2 0 126.509
23 9451.44 0 97.6714
25 6732.12 0 82.3505
27 6633.79 0 81.7617
29 6507.45 0 80.9269
31 6617.64 0 81.6744
33 6520.21 0 81.0856
35 6410.45 0 80.3443
37 4951.8 0 70.6176
39 3120.1 0 56.0295
41 2975.77 0 54.9657
43 2965.65 0 54.6484
45 2953.13 0 54.5103
47 3089.44 0 55.7675
49 2930.66 0 54.2994
51 2617.44 0 51.5109
53 1799.68 0 42.5609
55 1528.77 0 39.2122
57 1523.52 0 39.1548
