# x y ex ey
1 65946.3 0 261.611
3 65010.7 0 259.717
5 65500.8 0 259.871
7 50947.2 0 229.308
9 24195.9 0 156.855
11 20420.3 0 143.905
13 20214.9 0 143.245
15 19893.9 0 142.049
17 20006.7 0 142.491
19 18240.1 0 135.996
21 8731.24 0 93.8788
23 7777.53 0 88.5642
25 7881.18 0 89.1226
27 7729.87 0 88.6386
29 7840.49 0 89.2175
31 7760.87 0 88.3917
33 4329.3 0 66.0366
35 3455.43 0 58.9746
37 3482.72 0 59.2166
39 3500.37 0 59.3453
41 3481.58 0 59.1886
43 3484.31 0 59.2179
45 2939.83 0 54.4041
47 2064.45 0 45.585
49 1695.49 0 41.231
51 1638.66 0 40.6003
53 1593.22 0 40.0184
55 1592.7 0 40.0182
