# x y ex ey
36 0 0 0
36.5 0 0 0
37 29.0409 0 5.39277
37.5 13749.3 0 117.929
38 23144.1 0 153.495
38.5 31543.9 0 179.421
39 40214.1 0 203.088
39.5 49346.7 0 225.311
40 58761.7 0 246.533
40.5 68907.5 0 267.516
41 80384.9 0 289.693
41.5 92579 0 311.896
42 105832 0 334.701
42.5 119200 0 356.19
43 136270 0 382.43
