# x y ex ey
-32640 -nan 0 -nan
-32638 -nan 0 -nan
-32636 -nan 0 -nan
-32634 -nan 0 -nan
-32632 -nan 0 -nan
-32630 -nan 0 -nan
-32628 -nan 0 -nan
-32626 -nan 0 -nan
-32624 -nan 0 -nan
-32622 -nan 0 -nan
-32620 -nan 0 -nan
-32618 -nan 0 -nan
-32616 -nan 0 -nan
-32614 -nan 0 -nan
-32612 -nan 0 -nan
-32610 -nan 0 -nan
-32608 -nan 0 -nan
-32606 -nan 0 -nan
-32604 -nan 0 -nan
-32602 -nan 0 -nan
-32600 -nan 0 -nan
-32598 -nan 0 -nan
-32596 -nan 0 -nan
-32594 -nan 0 -nan
-32592 -nan 0 -nan
-32590 -nan 0 -nan
-32588 -nan 0 -nan
-32586 -nan 0 -nan
-32584 -nan 0 -nan
-32582 -nan 0 -nan
-32580 -nan 0 -nan
-32578 -nan 0 -nan
