# x y ex ey
1 58532.2 0 246.151
3 58314.9 0 245.491
5 50828.6 0 228.869
7 26580.5 0 164.221
9 10130.9 0 101.102
11 5513.54 0 74.5413
13 3328.72 0 57.8754
15 2345.41 0 48.5789
17 1566.66 0 39.7037
19 988.509 0 31.5285
21 523.852 0 22.9504
23 337.843 0 18.4308
25 195.975 0 14.034
27 110.591 0 10.5444
29 59.2543 0 7.71425
31 40.2134 0 6.35829
33 31.1364 0 5.59226
35 18.0457 0 4.2534
37 12.0329 0 3.47359
39 5.02658 0 2.24796
41 3.01626 0 1.74144
43 3.0144 0 1.74036
45 0 0 0
47 2.01187 0 1.42261
49 0 0 0
51 3.01471 0 1.74054
53 0 0 0
55 0 0 0
57 0 0 0
