# x y ex ey
1 108661 0 339.354
3 107818 0 337.969
5 72450.7 0 274.57
7 27723.2 0 168.115
9 14787.6 0 122.396
11 8316.92 0 91.6385
13 5087.58 0 71.578
15 3352.88 0 58.0765
17 1663.62 0 40.8812
19 819.083 0 28.7088
21 435.845 0 20.9454
23 273.286 0 16.5704
25 147.671 0 12.1797
27 79.3005 0 8.92201
29 57.2869 0 7.58783
31 32.1111 0 5.67649
33 17.0923 0 4.14548
35 5.02555 0 2.24749
37 5.03177 0 2.25027
39 4.01754 0 2.00877
41 1.00531 0 1.00531
43 0 0 0
45 0 0 0
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 1.00397 0 1.00397
57 0 0 0
