# x y ex ey
1 47306.5 0 220.596
3 47522.6 0 221.054
5 47114.5 0 220.149
7 47109.1 0 220.102
9 47302 0 220.597
11 47217.8 0 220.271
13 47448.7 0 220.89
15 46728.5 0 219.18
17 39248 0 200.556
19 5043.71 0 71.2789
21 4360.26 0 66.2626
23 4533.83 0 67.5264
25 4628.15 0 68.2829
27 4358.36 0 66.272
29 4262.94 0 65.857
31 4047.95 0 63.8601
33 4004.91 0 63.506
35 3574.76 0 59.9552
37 3407.95 0 58.5493
39 3120.65 0 56.0576
41 2636.7 0 51.4925
43 862.31 0 29.4388
45 577.985 0 24.1036
47 512.531 0 22.6509
49 502.531 0 22.519
51 431.49 0 20.8083
53 432.468 0 20.8554
55 406.441 0 20.1714
