# x y ex ey
1 50787.4 0 228.621
3 50502 0 228.091
5 50786.8 0 228.843
7 50905.5 0 229.023
9 50960.1 0 229.102
11 50181.9 0 227.279
13 12108.3 0 111.128
15 4289.94 0 65.735
17 4269 0 65.5606
19 4174.02 0 64.809
21 3958.66 0 63.1148
23 3665.3 0 60.7517
25 3746.04 0 61.6345
27 3361.98 0 58.1643
29 2967.85 0 54.6518
31 2692.08 0 52.0312
33 2199.68 0 47.0366
35 1548.64 0 39.4501
37 1126.86 0 33.6413
39 928.175 0 30.6678
41 685.436 0 26.2467
43 488.149 0 22.1429
45 344.882 0 18.6219
47 309.717 0 17.6477
49 296.002 0 17.2048
51 265.548 0 16.3433
53 250.792 0 15.8615
55 259.085 0 16.1299
