# x y ex ey
1 87016.4 0 301.746
3 86901.2 0 301.786
5 79132 0 287.443
7 23631.2 0 155.096
9 11386 0 107.281
11 6028.5 0 77.9186
13 4203.42 0 65.0775
15 2688.73 0 51.9374
17 1061.08 0 32.6526
19 666.887 0 25.9585
21 408.742 0 20.2606
23 236.374 0 15.4194
25 151.798 0 12.3532
27 87.4572 0 9.37639
29 49.4602 0 7.06574
31 40.1679 0 6.3511
33 18.0828 0 4.26216
35 9.08998 0 3.02999
37 6.0257 0 2.45998
39 4.01961 0 2.00981
41 0 0 0
43 0 0 0
45 1.00284 0 1.00284
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
