# x y ex ey
1 73573.4 0 276.75
3 72944.5 0 275.736
5 63629.7 0 256.858
7 18586.3 0 137.214
9 9199.28 0 96.3288
11 6418.74 0 80.4419
13 3607.05 0 60.26
15 2218.49 0 47.2448
17 1073.6 0 32.9909
19 653.803 0 25.6443
21 361.01 0 19.0534
23 189.925 0 13.815
25 105.564 0 10.302
27 77.3565 0 8.81559
29 26.3419 0 5.16607
31 20.1024 0 4.49502
33 7.02205 0 2.65408
35 7.00334 0 2.64701
37 5.02142 0 2.24565
39 1.00407 0 1.00407
41 0 0 0
43 0 0 0
45 1.01052 0 1.01052
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
