# x y ex ey
1 50921.3 0 229.048
3 50957.5 0 229.167
5 50636.8 0 228.532
7 50782.5 0 228.822
9 50581.4 0 228.322
11 50690.9 0 229.439
13 47941.6 0 222.107
15 23281.3 0 153.693
17 4835.21 0 69.7757
19 4119.36 0 64.4121
21 3835.29 0 62.0292
23 3776.64 0 61.6312
25 3602.54 0 60.2098
27 3469.42 0 59.0758
29 3217.84 0 56.9105
31 2935.5 0 54.3611
33 2646.95 0 51.5847
35 1557.89 0 39.5577
37 532.465 0 23.1288
39 368.563 0 19.2388
41 369.682 0 19.271
43 335.521 0 18.3589
45 312.637 0 17.728
47 306.726 0 17.5344
49 265.165 0 16.3198
51 248.216 0 15.7936
53 218.244 0 14.8154
55 184.881 0 13.6296
57 129.507 0 11.4025
