# x y ex ey
1 28607.6 0 170.708
3 28776.1 0 171.305
5 28275.6 0 169.726
7 29903.1 0 174.595
9 30845.4 0 177.311
11 30717.9 0 177.193
13 30410.8 0 176.174
15 30363 0 176.015
17 30814 0 177.356
19 30378.3 0 176.024
21 30760.2 0 178.016
23 30699.4 0 176.966
25 29614.4 0 173.8
27 29173.9 0 172.43
29 19389.3 0 140.167
31 3468.24 0 59.0901
33 2066.26 0 45.6026
35 2265.37 0 47.7369
37 2268.19 0 47.6907
39 2158.97 0 46.5725
41 2266.87 0 47.6524
43 2318.37 0 48.2679
45 2276.91 0 47.8635
47 2183.46 0 46.8723
49 2193.31 0 46.9756
51 2160.86 0 46.624
53 2173.28 0 46.7507
55 2164.66 0 46.6626
57 1882.4 0 43.4954
