# x y ex ey
1 7890.53 0 89.217
3 9633.17 0 98.5597
5 7750.52 0 88.4461
7 8005.25 0 89.8842
9 9881.52 0 99.8847
11 10786.3 0 104.29
13 10787.1 0 104.665
15 10644.3 0 103.656
17 8709.39 0 93.7415
19 6762.59 0 82.5627
21 1227.36 0 35.1248
23 650.852 0 25.5679
25 553.361 0 23.5954
27 604.459 0 24.6155
29 603.766 0 24.6077
31 703.525 0 26.5718
33 547.877 0 23.4685
35 730.83 0 27.105
37 543.855 0 23.3822
39 581.947 0 24.1849
41 551.389 0 23.5327
43 665.335 0 25.7426
45 644.017 0 25.4372
47 396.933 0 19.9719
49 172.716 0 13.1694
51 76.6752 0 8.79525
53 89.3482 0 9.47089
55 77.3326 0 8.81287
57 57.2397 0 7.58159
59 69.312 0 8.34419
61 72.3927 0 8.53156
63 53.0646 0 7.28898
