# x y ex ey
1 16836.7 0 130.627
3 16466.8 0 129.152
5 16700.2 0 130.038
7 16457 0 129.206
9 16696.4 0 130.084
11 16707.5 0 130.107
13 15303.8 0 124.491
15 8800.83 0 94.1764
17 1523.57 0 39.053
19 895.811 0 30.0954
21 895.391 0 29.9799
23 831.634 0 28.9013
25 820.496 0 28.7055
27 790.245 0 28.1871
29 844.039 0 29.1221
31 766.639 0 27.7542
33 728.188 0 27.0629
35 564.199 0 23.8205
37 489.957 0 22.1793
39 411.428 0 20.3438
41 362.984 0 19.1044
43 314.713 0 17.7886
45 276.357 0 16.665
47 248.505 0 15.7801
49 252.236 0 15.921
51 179.912 0 13.4472
53 167.085 0 12.9683
55 148.645 0 12.2185
57 140.384 0 11.9072
