# x y ex ey
1 22924.2 0 152.716
3 22900.3 0 152.557
5 22723.1 0 151.975
7 22688.2 0 151.856
9 22857.9 0 152.383
11 22782.6 0 152.121
13 23020.3 0 152.976
15 22657.8 0 151.738
17 22839.4 0 152.195
19 22633.7 0 151.672
21 17922.3 0 134.746
23 6298.25 0 79.6481
25 1542.07 0 39.3724
27 1547.3 0 39.3906
29 1495.1 0 38.9423
31 1490.88 0 38.7668
33 1462.83 0 38.4954
35 1404.83 0 37.586
37 1411.73 0 37.6763
39 1349.35 0 36.8339
41 1377.96 0 37.215
43 1444.23 0 38.1117
45 1220.19 0 35.0202
47 779.262 0 27.9919
49 435.53 0 20.9303
51 252.106 0 15.9128
53 171.959 0 13.15
55 143.401 0 11.9918
57 138.479 0 11.8311
