# x y ex ey
1 132407 0 376.456
3 132172 0 376.217
5 132282 0 376.557
7 131371 0 375.178
9 132042 0 376.097
11 132732 0 376.752
13 131240 0 374.633
15 64348.6 0 258.376
17 7275.79 0 85.6271
19 6866.82 0 82.9135
21 6572.83 0 81.4258
23 6351.03 0 80.0028
25 6134.72 0 78.6567
27 6004.39 0 77.8022
29 5868.93 0 76.7985
31 5470.59 0 74.1847
33 2397.7 0 49.0349
35 656.813 0 25.6834
37 469.254 0 21.7145
39 418.989 0 20.5426
41 441.476 0 21.0705
43 402.041 0 20.1021
45 386.643 0 19.7052
47 380.812 0 19.561
49 346.787 0 18.6704
51 228.932 0 15.1614
53 57.8465 0 7.66195
55 35.1541 0 5.94212
57 32.1607 0 5.68525
