# x y ex ey
1 1.11335e+06 0 1318.82
1 915000 0 1156.16
1 1.33783e+06 0 1498.81
1 222303 0 497.964
3 1.11613e+06 0 1318.42
3 222168 0 498.258
3 1.34227e+06 0 1497.6
3 918920 0 1157.69
5 221335 0 496.719
5 1.11604e+06 0 1321.32
5 1.33471e+06 0 1493.75
5 917224 0 1156.76
7 1.33634e+06 0 1494.95
7 1.116e+06 0 1319.87
7 222210 0 497.901
7 917408 0 1158.58
9 919136 0 1161.98
9 1.33728e+06 0 1497.69
9 1.11067e+06 0 1315.72
9 222468 0 498.423
11 1.3413e+06 0 1501.69
11 917219 0 1158.78
11 1.11323e+06 0 1318.8
11 221693 0 497.365
13 1.33177e+06 0 1488.55
13 924186 0 1162.53
13 1.1189e+06 0 1323.42
13 221445 0 497.263
15 222289 0 498.074
15 1.33314e+06 0 1494.05
15 1.11245e+06 0 1317.35
15 922798 0 1164.18
17 921498 0 1167.08
17 1.11579e+06 0 1320.65
17 221095 0 496.627
17 1.33336e+06 0 1489.18
19 219680 0 494.953
19 918988 0 1160.48
19 1.11521e+06 0 1319.91
19 1.33012e+06 0 1492.76
21 1.11459e+06 0 1319.27
21 181310 0 445.615
21 1.33142e+06 0 1489.49
21 919117 0 1157.68
23 1.11449e+06 0 1319.95
23 922025 0 1162.59
23 74050.1 0 277.749
23 1.3257e+06 0 1488.07
25 18746.5 0 137.831
25 920703 0 1160.06
25 1.11316e+06 0 1319.07
25 1.33104e+06 0 1489.11
27 1.11592e+06 0 1321.29
27 16932 0 130.898
27 920339 0 1160.89
27 1.32934e+06 0 1487.71
29 921336 0 1162.01
29 1.32823e+06 0 1486.62
29 13920.6 0 118.759
29 1.11135e+06 0 1316.94
31 12653.9 0 113.08
31 1.33423e+06 0 1489.79
31 919953 0 1162.24
31 1.11709e+06 0 1322.37
33 12309.6 0 111.236
33 1.3305e+06 0 1497.31
33 1.11644e+06 0 1320.5
33 919753 0 1165.86
35 1.32434e+06 0 1482.5
35 916911 0 1159.47
35 11917.4 0 109.759
35 1.12075e+06 0 1330.11
37 1.32264e+06 0 1481.7
37 919165 0 1162.48
37 1.11685e+06 0 1321.43
37 11828.9 0 109.321
39 918965 0 1157.02
39 1.12e+06 0 1324.03
39 1.32057e+06 0 1487.79
39 11629.8 0 108.425
41 918428 0 1162.05
41 11509.7 0 107.855
41 1.3219e+06 0 1481.96
41 1.11678e+06 0 1321.31
43 11085.6 0 105.827
43 1.12027e+06 0 1324.45
43 919741 0 1158.14
43 1.32173e+06 0 1485.03
45 11065.5 0 105.954
45 916500 0 1156.4
45 1.31525e+06 0 1481.3
45 1.11543e+06 0 1321.04
47 1.11197e+06 0 1321.93
47 1.31699e+06 0 1484.2
47 10581 0 103.388
47 917583 0 1157.3
49 919839 0 1159.22
49 1.31752e+06 0 1484.31
49 10331.3 0 102.165
49 1.10993e+06 0 1316
51 1.32046e+06 0 1482.04
51 915196 0 1156.74
51 1.111e+06 0 1322.58
51 8190.18 0 90.9067
53 915111 0 1156.49
53 1.11221e+06 0 1318.04
53 1.31564e+06 0 1479.79
53 3698.45 0 61.0169
55 1683.77 0 41.0187
55 915572 0 1157.47
55 1.30764e+06 0 1471.53
55 1.11666e+06 0 1321.08
57 1041.17 0 32.3946
57 915673 0 1160.6
57 1.11347e+06 0 1319.73
57 1.30297e+06 0 1471.03
