# x y ex ey
1 786.35 0 28.1378
3 754.573 0 27.5164
5 731.056 0 27.1133
7 714.149 0 26.8394
9 738.833 0 27.2153
11 714.225 0 26.7855
13 710.279 0 26.7128
15 708.123 0 26.6695
17 705.907 0 26.6427
19 472.512 0 21.7954
21 79.3903 0 8.93211
23 29.1425 0 5.41163
25 40.1886 0 6.35437
27 34.2024 0 5.86566
29 38.1712 0 6.19219
31 23.1059 0 4.8179
33 42.1287 0 6.5006
35 38.1712 0 6.19219
37 32.1276 0 5.67941
39 37.182 0 6.11269
41 20.0961 0 4.49364
43 29.1515 0 5.41331
45 8.04089 0 2.84288
47 3.00081 0 1.73252
49 2.00712 0 1.41925
51 0 0 0
53 2.00898 0 1.42056
55 3.01347 0 1.73983
57 1.00037 0 1.00037
