# x y ex ey
1 134719 0 380.188
3 134398 0 379.647
5 133729 0 378.758
7 134576 0 379.974
9 133855 0 378.52
11 134521 0 379.93
13 132303 0 376.28
15 95680.7 0 317.361
17 23055.6 0 153.032
19 8261.69 0 91.2573
21 7713.24 0 88.1642
23 7384.48 0 86.2224
25 7009.27 0 84.1382
27 6870.42 0 83.2548
29 6682.97 0 82.0567
31 6447.03 0 80.632
33 6145.92 0 78.6518
35 5709.61 0 75.812
37 4409.86 0 66.6633
39 2592.45 0 51.0686
41 1126.24 0 33.6528
43 607.712 0 24.707
45 496.391 0 22.3337
47 459.723 0 21.4114
49 483.634 0 22.1441
51 458.967 0 21.4696
53 493.822 0 22.2632
55 385.996 0 19.6978
