# x y ex ey
36 0 0 0
36.5 0 0 0
37 91.4313 0 9.58461
37.5 20987.4 0 145.992
38 46639.4 0 219.022
38.5 63140.5 0 255.772
39 80975.7 0 290.857
39.5 99795.5 0 324.482
40 119225 0 356.303
40.5 141365 0 390.058
41 163175 0 421.111
41.5 188060 0 454.442
42 213870 0 487.775
42.5 242351 0 522.273
43 272975 0 558.262
